product_id,category,price,past_sales,season,discount,demand
P1541,Groceries,240.95,15.0,summer,8,66.12
P1542,Beauty,157.36,100.0,summer,17,93.46
P1543,Toys,239.71,76.0,summer,24,95.24
P1544,Clothing,177.27,140.0,winter,7,114.25
P1545,Home Decor,314.36,77.0,festival,26,110.3
P1546,Toys,407.6,41.0,festival,40,98.97
P1547,Toys,77.1,48.0,festival,15,103.29
P1548,Groceries,,133.0,summer,7,107.24
P1549,Groceries,458.25,145.0,festival,40,162.83
P1550,Clothing,169.41,57.0,festival,11,108.77
P1551,Beauty,442.36,60.0,festival,48,121.13
P1552,Groceries,468.29,87.0,summer,39,105.32
P1553,Groceries,330.78,72.0,summer,16,98.55
P1554,Home Decor,86.59,115.0,winter,42,156.98
P1555,Electronics,419.07,73.0,winter,34,93.5
P1556,Toys,60.34,108.0,summer,38,136.65
P1557,Toys,412.49,25.0,summer,11,47.67
P1558,Beauty,94.82,19.0,festival,22,91.96
P1559,Groceries,430.72,125.0,summer,15,122.37
P1560,Beauty,86.0,61.0,summer,45,114.79
P1561,Clothing,445.89,50.0,festival,34,115.91
P1562,Clothing,291.3,33.0,winter,45,100.69
P1563,Clothing,440.13,69.0,festival,16,98.3
P1564,Groceries,217.45,121.0,summer,37,162.34
P1565,Clothing,310.65,65.0,festival,19,108.59
P1566,Beauty,216.4,93.0,festival,14,101.77
P1567,Electronics,344.68,93.0,winter,3,86.1
P1568,Beauty,434.86,78.0,festival,9,79.7
P1569,Beauty,367.29,74.0,festival,40,132.37
P1570,Home Decor,220.23,89.0,festival,36,121.77
P1571,Beauty,380.4,93.0,festival,47,160.69
P1572,Toys,133.47,39.0,festival,24,112.51
P1573,Beauty,429.4,131.0,summer,26,107.41
P1574,Toys,106.53,,summer,43,161.88
P1575,Groceries,177.16,84.0,winter,13,108.47
P1576,Groceries,51.49,158.0,summer,15,148.98
P1577,Electronics,333.73,57.0,summer,32,87.89
P1578,Home Decor,249.72,133.0,festival,25,119.36
P1579,Beauty,419.37,55.0,summer,47,81.45
P1580,Electronics,179.71,154.0,summer,31,140.35
P1581,Beauty,284.67,32.0,summer,33,83.28
P1582,Groceries,109.66,54.0,summer,3,86.36
P1583,Electronics,317.76,104.0,festival,47,151.25
P1584,Toys,220.0,96.0,summer,15,109.08
P1585,Clothing,386.11,75.0,festival,32,140.16
P1586,Clothing,169.3,94.0,summer,40,155.97
P1587,Toys,239.33,,winter,14,78.65
P1588,Beauty,,130.0,summer,43,140.51
P1589,Home Decor,355.08,89.0,festival,12,103.63
P1590,Toys,305.1,68.0,winter,13,94.95
P1591,Electronics,239.22,132.0,summer,1,94.93
P1592,Home Decor,134.63,61.0,winter,8,75.3
P1593,Home Decor,66.98,99.0,summer,50,156.05
P1594,Groceries,361.0,17.0,winter,26,78.1
P1595,Toys,425.9,135.0,festival,47,156.53
P1596,Clothing,462.91,89.0,winter,48,121.57
P1597,Home Decor,78.53,121.0,summer,41,159.34
P1598,Groceries,277.13,132.0,festival,35,174.8
P1599,Beauty,202.79,40.0,winter,15,77.41
P1600,Beauty,434.49,77.0,summer,8,90.29
P1601,Clothing,415.69,29.0,winter,7,44.09
P1602,Electronics,252.57,88.0,summer,3,97.26
P1603,Electronics,43.94,149.0,summer,9,123.84
P1604,Electronics,52.84,142.0,summer,44,144.27
P1605,Toys,359.74,31.0,festival,3,58.97
P1606,Beauty,163.24,30.0,winter,26,78.71
P1607,Groceries,253.0,111.0,summer,8,102.91
P1608,Home Decor,104.91,36.0,winter,29,88.63
P1609,Groceries,328.69,68.0,winter,4,70.54
P1610,Groceries,116.3,68.0,summer,6,84.79
P1611,Clothing,47.69,136.0,winter,16,127.87
P1612,Toys,96.73,80.0,summer,32,131.61
P1613,Beauty,98.6,24.0,winter,25,74.02
P1614,Electronics,465.45,53.0,summer,28,71.62
P1615,Groceries,51.17,62.0,winter,36,113.61
P1616,Clothing,473.87,145.0,festival,22,148.07
P1617,Home Decor,182.69,126.0,winter,32,145.15
P1618,Home Decor,194.39,60.0,festival,2,81.45
P1619,Beauty,244.44,90.0,festival,13,119.82
P1620,Groceries,337.17,119.0,festival,9,132.82
P1621,Home Decor,477.08,32.0,summer,20,37.47
P1622,Beauty,66.44,38.0,winter,6,66.46
P1623,Beauty,201.29,73.0,summer,33,110.38
P1624,Beauty,290.4,73.0,festival,2,93.53
P1625,Groceries,160.35,82.0,festival,27,136.3
P1626,Groceries,57.67,25.0,summer,38,113.17
P1627,Beauty,298.81,36.0,summer,31,73.24
P1628,Home Decor,158.47,110.0,winter,15,123.25
P1629,Toys,263.14,60.0,festival,16,98.15
P1630,Clothing,298.04,126.0,summer,18,112.04
P1631,Toys,444.42,73.0,festival,19,116.79
P1632,Beauty,455.04,84.0,festival,32,117.87
P1633,Beauty,18.02,33.0,winter,25,96.12
P1634,Home Decor,24.47,71.0,winter,2,91.17
P1635,Clothing,222.06,26.0,festival,21,92.44
P1636,Clothing,11.11,83.0,winter,20,108.89
P1637,Toys,145.87,91.0,winter,43,115.62
P1638,Beauty,271.95,17.0,winter,32,61.55
P1639,Clothing,396.21,33.0,summer,28,65.23
P1640,Beauty,70.67,145.0,festival,44,186.01
P1641,Beauty,,39.0,,3,51.81
P1642,Toys,,95.0,festival,50,137.74
P1643,Home Decor,108.88,25.0,summer,41,92.19
P1644,Toys,38.32,123.0,summer,27,128.47
P1645,Clothing,63.83,96.0,winter,28,131.3
P1646,Electronics,97.41,156.0,festival,15,151.93
P1647,Groceries,304.78,143.0,festival,8,137.46
P1648,Beauty,388.31,19.0,festival,36,109.88
P1649,Groceries,393.24,157.0,festival,42,193.91
P1650,Clothing,18.23,53.0,festival,49,146.64
P1651,Electronics,269.13,17.0,summer,43,62.14
P1652,Home Decor,479.91,153.0,summer,37,116.14
P1653,Toys,216.07,87.0,winter,41,127.43
P1654,Beauty,28.7,140.0,summer,25,159.71
P1655,Clothing,,33.0,summer,31,79.78
P1656,Toys,497.19,146.0,summer,46,136.26
P1657,Home Decor,406.31,74.0,winter,20,86.42
P1658,Electronics,359.22,114.0,winter,9,105.97
P1659,Toys,177.37,126.0,winter,47,166.39
P1660,Electronics,9.51,52.0,festival,22,127.43
P1661,Home Decor,413.53,146.0,winter,28,139.15
P1662,Toys,372.79,94.0,summer,19,114.05
P1663,Toys,241.24,18.0,summer,42,81.42
P1664,Beauty,70.69,89.0,festival,0,99.61
P1665,Groceries,384.89,80.0,festival,44,127.93
P1666,Toys,33.56,24.0,festival,25,110.32
P1667,Toys,372.91,117.0,winter,12,114.12
P1668,Toys,241.86,122.0,summer,39,134.09
P1669,Home Decor,259.92,27.0,summer,8,70.03
P1670,Beauty,20.9,43.0,,48,138.87
P1671,Home Decor,458.32,87.0,festival,15,83.77
P1672,Home Decor,263.31,44.0,festival,12,91.76
P1673,Home Decor,85.25,,festival,39,174.08
P1674,Home Decor,301.01,54.0,winter,28,83.49
P1675,Toys,33.72,118.0,winter,37,145.05
P1676,Toys,259.25,17.0,summer,14,75.12
P1677,Electronics,194.6,,winter,9,92.51
P1678,Toys,417.03,59.0,festival,5,89.56
P1679,Clothing,153.82,65.0,summer,15,87.82
P1680,Beauty,,147.0,summer,34,148.03
P1681,Clothing,487.04,102.0,festival,33,121.63
P1682,Beauty,30.11,36.0,winter,35,98.03
P1683,Beauty,94.06,140.0,festival,7,121.19
P1684,Toys,145.08,49.0,festival,0,78.28
P1685,Home Decor,125.02,108.0,winter,42,153.57
P1686,Toys,433.31,129.0,summer,31,143.43
P1687,Electronics,266.26,140.0,winter,43,170.84
P1688,Groceries,251.0,66.0,winter,11,97.6
P1689,Toys,234.51,16.0,festival,6,78.95
P1690,Clothing,297.78,124.0,summer,39,164.71
P1691,Home Decor,220.16,140.0,summer,15,136.95
P1692,Home Decor,426.48,75.0,festival,20,88.14
P1693,Beauty,278.97,112.0,summer,39,110.88
P1694,Home Decor,335.78,87.0,summer,21,96.9
P1695,Toys,,114.0,summer,25,92.62
P1696,Electronics,147.61,51.0,festival,11,105.02
P1697,Groceries,375.08,139.0,summer,39,167.7
P1698,Home Decor,142.93,158.0,,44,154.5
P1699,Beauty,280.45,148.0,summer,29,127.76
P1700,Beauty,101.8,67.0,festival,15,99.09
P1701,Beauty,396.98,152.0,festival,43,177.49
P1702,Groceries,324.73,88.0,festival,9,101.76
P1703,Toys,111.98,34.0,summer,49,99.64
P1704,Groceries,462.12,72.0,festival,32,104.57
P1705,Toys,115.16,119.0,festival,5,133.44
P1706,Groceries,166.98,112.0,winter,28,127.9
P1707,Electronics,113.96,108.0,winter,47,133.85
P1708,Home Decor,,105.0,festival,24,139.23
P1709,Electronics,141.47,117.0,summer,33,129.12
P1710,Electronics,106.73,40.0,summer,6,66.9
P1711,Groceries,459.85,42.0,festival,10,71.77
P1712,Home Decor,69.23,131.0,summer,33,142.7
P1713,Clothing,,56.0,winter,34,135.82
P1714,Clothing,406.96,98.0,winter,47,152.85
P1715,Clothing,25.18,139.0,summer,14,114.28
P1716,Clothing,,34.0,summer,36,76.24
P1717,Toys,179.15,18.0,festival,14,77.36
P1718,Groceries,365.69,83.0,summer,40,115.24
P1719,Toys,266.26,143.0,winter,39,153.27
P1720,Toys,154.09,69.0,summer,41,123.32
P1721,Groceries,451.38,,festival,28,122.37
P1722,Groceries,227.82,88.0,summer,9,106.71
P1723,Home Decor,403.7,51.0,summer,13,58.15
P1724,Clothing,124.44,147.0,summer,45,163.67
P1725,Toys,322.06,100.0,summer,10,82.83
P1726,Home Decor,226.04,25.0,summer,29,73.71
P1727,Home Decor,187.14,43.0,winter,24,86.2
P1728,Home Decor,466.6,158.0,summer,16,108.96
P1729,Home Decor,142.06,92.0,winter,33,130.61
P1730,Groceries,10.17,108.0,winter,0,111.5
P1731,Clothing,143.63,126.0,summer,33,142.12
P1732,Electronics,435.06,99.0,festival,8,102.05
P1733,Electronics,16.28,124.0,winter,13,136.4
P1734,Toys,422.58,42.0,winter,28,79.76
P1735,Beauty,408.87,155.0,winter,37,154.65
P1736,Clothing,343.04,98.0,winter,44,145.15
P1737,Home Decor,254.3,159.0,summer,27,142.73
P1738,Clothing,210.35,111.0,festival,15,131.91
P1739,Clothing,300.06,29.0,festival,15,85.43
P1740,Beauty,13.29,134.0,summer,41,146.4
P1741,Groceries,219.1,54.0,summer,20,90.62
P1742,Clothing,107.23,34.0,festival,18,95.86
P1743,Beauty,235.82,114.0,festival,32,136.35
P1744,Groceries,389.39,143.0,summer,43,134.34
P1745,Home Decor,320.58,65.0,winter,22,76.74
P1746,Beauty,117.18,90.0,winter,29,123.31
P1747,Beauty,304.51,66.0,winter,17,72.98
P1748,Groceries,499.86,115.0,winter,16,109.2
P1749,Electronics,244.61,23.0,festival,11,60.7
P1750,Beauty,96.5,87.0,summer,45,136.96
P1751,Toys,343.78,81.0,summer,11,79.96
P1752,Toys,408.93,151.0,summer,19,115.47
P1753,Beauty,87.19,120.0,winter,14,124.81
P1754,Toys,360.6,46.0,winter,18,72.82
P1755,Electronics,318.47,108.0,summer,7,83.56
P1756,Home Decor,34.25,42.0,festival,12,102.71
P1757,Home Decor,393.28,131.0,,33,130.03
P1758,Home Decor,120.07,49.0,festival,47,130.86
P1759,Electronics,86.1,116.0,festival,8,116.99
P1760,Clothing,164.58,16.0,winter,29,81.24
P1761,Groceries,437.42,148.0,summer,29,127.85
P1762,Beauty,456.05,132.0,festival,39,155.89
P1763,Electronics,319.49,95.0,summer,9,93.05
P1764,Clothing,182.84,138.0,festival,33,169.9
P1765,Home Decor,310.69,64.0,winter,11,69.02
P1766,Toys,388.82,21.0,winter,35,92.73
P1767,Home Decor,108.55,155.0,winter,37,157.96
P1768,Beauty,223.22,85.0,festival,30,128.57
P1769,Toys,307.73,129.0,festival,22,132.16
P1770,Groceries,30.84,16.0,festival,39,122.08
P1771,Home Decor,443.18,152.0,summer,38,147.68
P1772,Home Decor,499.45,72.0,summer,30,110.56
P1773,Electronics,215.47,85.0,summer,28,90.02
P1774,Groceries,304.5,94.0,winter,25,115.97
P1775,Groceries,461.59,56.0,summer,26,93.47
P1776,Electronics,177.07,87.0,summer,11,93.85
P1777,Clothing,81.56,30.0,winter,17,81.25
P1778,Clothing,467.07,75.0,summer,4,61.32
P1779,Clothing,210.82,17.0,summer,38,59.71
P1780,Groceries,324.58,95.0,festival,30,146.58
P1781,Beauty,310.29,122.0,summer,42,143.11
P1782,Home Decor,92.5,88.0,festival,21,120.07
P1783,Home Decor,303.92,132.0,festival,39,137.21
P1784,Home Decor,280.71,59.0,winter,40,81.65
P1785,Home Decor,488.48,41.0,festival,15,63.32
P1786,Clothing,35.25,141.0,winter,11,128.68
P1787,Groceries,164.93,123.0,winter,47,154.65
P1788,Beauty,144.19,85.0,festival,2,109.08
P1789,Home Decor,9.83,75.0,summer,16,93.42
P1790,Toys,69.82,158.0,festival,44,177.16
P1791,Clothing,69.08,142.0,festival,16,166.1
P1792,Toys,31.86,21.0,summer,12,62.04
P1793,Electronics,197.38,100.0,festival,0,98.73
P1794,Electronics,448.3,18.0,winter,15,52.91
P1795,Home Decor,441.13,30.0,festival,49,103.31
P1796,Electronics,92.7,93.0,summer,42,129.35
P1797,Electronics,465.5,37.0,summer,3,26.63
P1798,Groceries,207.13,154.0,festival,29,174.9
P1799,Clothing,58.37,65.0,summer,28,115.81
P1800,Beauty,10.19,79.0,summer,18,99.8
P1801,Electronics,207.27,125.0,winter,36,158.54
P1802,Beauty,76.24,78.0,winter,49,121.53
P1803,Electronics,258.62,75.0,festival,10,99.47
P1804,Home Decor,403.58,24.0,,22,53.59
P1805,Beauty,103.45,158.0,winter,33,166.22
P1806,Toys,169.32,68.0,summer,45,124.34
P1807,Toys,414.01,138.0,festival,43,162.61
P1808,Toys,367.85,119.0,summer,38,115.35
P1809,Toys,63.24,40.0,summer,40,91.33
P1810,Beauty,432.43,63.0,winter,20,74.56
P1811,Beauty,137.05,135.0,summer,4,108.74
P1812,Home Decor,319.06,63.0,summer,1,66.85
P1813,Toys,,156.0,winter,17,150.85
P1814,Home Decor,208.19,20.0,festival,38,77.35
P1815,Electronics,79.47,92.0,summer,7,82.48
P1816,Groceries,373.34,64.0,festival,14,103.51
P1817,Electronics,335.6,54.0,festival,42,102.05
P1818,Home Decor,154.68,140.0,winter,19,139.25
P1819,Groceries,457.3,75.0,summer,38,105.75
P1820,Electronics,213.0,149.0,winter,33,146.95
P1821,Clothing,450.89,84.0,summer,45,134.54
P1822,Groceries,79.51,135.0,summer,24,143.32
P1823,Toys,133.77,121.0,festival,36,157.15
P1824,Beauty,100.96,116.0,festival,13,144.74
P1825,Electronics,465.65,45.0,winter,28,44.09
P1826,Groceries,161.59,,winter,15,108.57
P1827,Electronics,197.03,121.0,summer,7,88.47
P1828,Groceries,410.51,38.0,summer,45,102.08
P1829,Electronics,238.52,63.0,festival,1,104.43
P1830,Toys,394.44,70.0,winter,1,61.05
P1831,Groceries,464.5,36.0,festival,30,96.09
P1832,Electronics,53.19,76.0,festival,25,114.84
P1833,Beauty,407.44,38.0,summer,41,82.01
P1834,Electronics,272.4,134.0,winter,33,143.1
P1835,Clothing,466.37,104.0,summer,27,100.36
P1836,Groceries,62.46,24.0,festival,2,94.49
P1837,Groceries,77.57,150.0,festival,26,164.08
P1838,Home Decor,343.98,151.0,summer,2,116.56
P1839,Groceries,20.76,27.0,festival,0,85.39
P1840,Electronics,78.44,147.0,festival,31,173.18
P1841,Clothing,167.12,81.0,summer,43,122.04
P1842,Electronics,92.23,18.0,summer,32,66.28
P1843,Home Decor,394.7,38.0,winter,30,72.31
P1844,Beauty,,62.0,summer,31,97.93
P1845,Electronics,130.78,46.0,winter,21,93.69
P1846,Toys,477.65,59.0,summer,45,82.29
P1847,Beauty,421.09,69.0,summer,38,77.25
P1848,Beauty,278.42,15.0,festival,0,61.65
P1849,Home Decor,313.86,126.0,festival,34,138.76
P1850,Electronics,333.75,65.0,summer,14,67.05
P1851,Toys,465.28,52.0,summer,18,61.58
P1852,Beauty,84.83,50.0,festival,37,135.62
P1853,Electronics,432.46,138.0,winter,16,94.46
P1854,Electronics,351.54,138.0,festival,27,148.97
P1855,Clothing,287.78,25.0,festival,15,82.19
P1856,Home Decor,12.64,129.0,winter,46,171.57
P1857,Home Decor,241.7,157.0,winter,27,132.42
P1858,Home Decor,36.32,94.0,winter,24,127.4
P1859,Home Decor,149.15,149.0,festival,33,177.76
P1860,Groceries,41.82,136.0,festival,32,153.75
P1861,Clothing,306.99,64.0,summer,37,120.77
P1862,Electronics,215.0,76.0,summer,7,74.13
P1863,Groceries,31.67,41.0,festival,28,121.73
P1864,Groceries,119.95,69.0,festival,39,129.72
P1865,Home Decor,226.89,121.0,festival,30,149.08
P1866,Beauty,73.56,147.0,festival,39,175.86
P1867,Beauty,111.29,158.0,summer,35,155.36
P1868,Beauty,435.47,135.0,festival,34,149.92
P1869,Clothing,292.41,56.0,summer,38,100.28
P1870,Toys,214.92,40.0,winter,42,95.23
P1871,Groceries,276.46,27.0,festival,5,84.83
P1872,Electronics,428.21,32.0,festival,30,86.8
P1873,Groceries,271.86,27.0,,21,98.34
P1874,Home Decor,278.84,104.0,festival,16,128.27
P1875,Toys,498.4,33.0,festival,5,47.46
P1876,Electronics,401.82,24.0,festival,39,98.33
P1877,Toys,143.55,101.0,summer,45,138.03
P1878,Clothing,336.67,153.0,festival,3,128.99
P1879,Toys,449.3,67.0,festival,34,102.97
P1880,Clothing,26.11,155.0,festival,38,197.19
P1881,Clothing,78.29,123.0,festival,25,162.02
P1882,Electronics,466.46,147.0,festival,41,139.4
P1883,Clothing,375.17,133.0,winter,40,163.93
P1884,Electronics,356.25,47.0,summer,34,106.17
P1885,Home Decor,236.78,33.0,festival,44,99.9
P1886,Toys,235.81,133.0,festival,38,155.26
P1887,Beauty,315.73,110.0,festival,26,132.85
P1888,Toys,382.06,75.0,festival,37,121.28
P1889,Home Decor,38.78,63.0,festival,38,127.59
P1890,Home Decor,398.55,118.0,winter,12,100.77
P1891,Electronics,424.0,84.0,festival,36,117.48
P1892,Clothing,266.49,114.0,summer,26,145.01
P1893,Beauty,278.34,48.0,festival,4,86.97
P1894,Groceries,171.75,43.0,winter,31,108.12
P1895,Electronics,115.98,117.0,festival,5,106.89
P1896,Groceries,29.32,18.0,summer,31,101.16
P1897,Beauty,304.01,97.0,summer,1,73.81
P1898,Home Decor,360.05,63.0,festival,6,74.59
P1899,Groceries,84.24,26.0,summer,8,77.23
