date,product_id,category,state,city,store_format,season,price,discount,past_sales,stock_on_hand,reorder_level,lead_time_days,demand
2024-11-08,IN-SKU-10549,FMCG,Telangana,Warangal,Supermarket,festival,391.35,40,92.0,164,55,6,240.98
2025-02-07,IN-SKU-10550,Perishables,Maharashtra,Mumbai,Supermarket,winter,22.4,19,131.0,147,47,2,192.33
2024-09-20,IN-SKU-10551,Perishables,Karnataka,Mysuru,Online,monsoon,171.36,2,143.0,206,53,5,157.62
2023-11-28,IN-SKU-10552,FMCG,Delhi NCR,Delhi,Supermarket,festival,101.66,37,,153,71,4,240.16
2023-08-10,IN-SKU-10553,FMCG,Delhi NCR,Delhi,Online,monsoon,327.06,4,126.0,258,134,6,155.58
2025-11-17,IN-SKU-10554,Personal Care,Kerala,Kozhikode,Supermarket,festival,616.86,14,250.0,86,131,4,232.55
2024-12-17,IN-SKU-10555,Personal Care,Tamil Nadu,Coimbatore,Hypermarket,winter,257.35,26,179.0,101,55,7,202.04
2023-03-12,IN-SKU-10556,Staples,Telangana,Warangal,Convenience Store,summer,309.65,20,295.0,355,95,7,249.99
2023-12-21,IN-SKU-10557,Staples,Karnataka,Bengaluru,Supermarket,winter,403.16,24,27.0,22,59,6,155.36
2025-05-06,IN-SKU-10558,FMCG,Karnataka,Bengaluru,Online,summer,113.89,25,285.0,325,173,7,262.99
2023-07-12,IN-SKU-10559,Perishables,Telangana,Warangal,Online,monsoon,79.71,16,269.0,83,175,9,262.98
2025-09-05,IN-SKU-10560,FMCG,Kerala,Thiruvananthapuram,Convenience Store,monsoon,,22,184.0,239,139,2,209.85
2024-09-04,IN-SKU-10561,Perishables,Telangana,Warangal,Supermarket,monsoon,259.7,6,173.0,269,177,4,178.73
2023-09-22,IN-SKU-10562,Perishables,Karnataka,Bengaluru,Hypermarket,monsoon,151.49,12,315.0,109,127,7,258.2
2023-04-26,IN-SKU-10563,FMCG,Kerala,Kozhikode,Convenience Store,summer,207.93,29,35.0,393,160,5,141.11
2025-12-17,IN-SKU-10564,Perishables,Kerala,Kozhikode,Hypermarket,winter,217.3,38,123.0,165,105,9,220.37
2023-01-17,IN-SKU-10565,Home Care,Tamil Nadu,Coimbatore,Online,winter,457.38,26,108.0,29,136,9,203.59
2023-08-28,IN-SKU-10566,Perishables,Kerala,Kozhikode,Hypermarket,monsoon,237.54,6,71.0,264,102,5,130.99
2023-04-02,IN-SKU-10567,Personal Care,Maharashtra,Mumbai,Convenience Store,summer,105.17,37,171.0,269,138,5,200.21
2023-10-12,IN-SKU-10568,FMCG,Karnataka,Mysuru,Hypermarket,festival,123.73,22,295.0,410,113,9,344.42
2024-12-23,IN-SKU-10569,Home Care,Telangana,Hyderabad,Hypermarket,winter,117.11,19,31.0,110,160,4,129.84
2023-02-12,IN-SKU-10570,Electronics,Karnataka,Mysuru,Supermarket,winter,23485.73,13,288.0,213,149,2,96.22
2023-02-25,IN-SKU-10571,Staples,Karnataka,Bengaluru,Supermarket,winter,82.97,3,21.0,149,101,5,133.46
2023-03-27,IN-SKU-10572,Electronics,Telangana,Warangal,Supermarket,summer,12003.19,40,214.0,313,86,7,168.59
2023-10-01,IN-SKU-10573,Personal Care,Maharashtra,Nagpur,Convenience Store,festival,763.26,13,34.0,89,145,10,113.75
2024-10-23,IN-SKU-10574,Staples,Maharashtra,Mumbai,Convenience Store,festival,277.87,20,20.0,289,78,7,145.96
2023-12-28,IN-SKU-10575,Electronics,Maharashtra,Nagpur,Convenience Store,winter,17290.2,21,224.0,68,145,3,119.92
2023-05-01,IN-SKU-10576,Perishables,Delhi NCR,Noida,Convenience Store,summer,161.15,18,97.0,88,138,10,162.02
2024-02-11,IN-SKU-10577,FMCG,Telangana,Warangal,Online,winter,65.28,0,41.0,200,166,8,159.97
2025-04-15,IN-SKU-10578,Staples,Delhi NCR,Delhi,Hypermarket,summer,67.91,16,107.0,69,54,5,165.95
2025-08-15,IN-SKU-10579,Staples,Maharashtra,Pune,Hypermarket,monsoon,128.27,4,21.0,97,93,2,120.1
2023-01-21,IN-SKU-10580,Perishables,Delhi NCR,Delhi,Convenience Store,winter,183.0,16,75.0,63,98,8,176.24
2023-10-27,IN-SKU-10581,Perishables,Maharashtra,Nagpur,Supermarket,festival,139.8,12,215.0,223,50,9,268.68
2025-02-04,IN-SKU-10582,FMCG,Tamil Nadu,Chennai,Supermarket,winter,368.67,19,245.0,370,124,6,230.65
2025-06-23,IN-SKU-10583,Personal Care,Kerala,Thiruvananthapuram,Convenience Store,summer,190.09,7,285.0,167,157,9,228.6
2025-09-04,IN-SKU-10584,Staples,Delhi NCR,Delhi,Online,monsoon,574.52,37,267.0,363,160,7,248.83
2025-10-02,IN-SKU-10585,FMCG,Karnataka,Mysuru,Convenience Store,festival,432.4,29,110.0,414,175,4,195.28
2025-05-08,IN-SKU-10586,Staples,Maharashtra,Mumbai,Supermarket,summer,413.11,32,119.0,199,130,8,202.73
2025-10-29,IN-SKU-10587,Electronics,Tamil Nadu,Coimbatore,Supermarket,festival,7823.66,23,47.0,241,144,9,110.46
2024-08-02,IN-SKU-10588,Personal Care,Kerala,Kochi,Online,monsoon,307.42,0,75.0,132,174,10,120.44
2023-11-09,IN-SKU-10589,Perishables,Karnataka,Mysuru,Supermarket,festival,258.67,14,142.0,151,148,2,211.7
2025-07-22,IN-SKU-10590,FMCG,Delhi NCR,Gurugram,Supermarket,monsoon,284.94,1,296.0,195,148,4,233.15
2023-10-15,IN-SKU-10591,FMCG,Tamil Nadu,Chennai,Hypermarket,festival,356.88,10,228.0,286,142,4,284.51
2025-08-16,IN-SKU-10592,Home Care,Kerala,Kozhikode,Convenience Store,monsoon,279.74,1,40.0,309,139,5,90.93
2025-04-16,IN-SKU-10593,Home Care,Telangana,Hyderabad,Convenience Store,summer,516.13,37,291.0,391,84,9,234.22
2024-12-15,IN-SKU-10594,Personal Care,Kerala,Kochi,Supermarket,winter,179.44,33,290.0,373,109,9,257.79
2024-03-02,IN-SKU-10595,Perishables,Tamil Nadu,Chennai,Supermarket,summer,279.23,33,29.0,258,124,9,148.96
2023-11-23,IN-SKU-10596,FMCG,Telangana,Warangal,Online,festival,125.93,29,229.0,333,166,9,273.26
2023-03-02,IN-SKU-10597,FMCG,Tamil Nadu,Coimbatore,Hypermarket,summer,421.03,3,188.0,175,104,3,169.72
2023-05-11,IN-SKU-10598,Perishables,Kerala,Thiruvananthapuram,Supermarket,summer,198.84,16,32.0,292,114,2,138.57
2025-03-17,IN-SKU-10599,Personal Care,Maharashtra,Mumbai,Hypermarket,summer,197.27,22,87.0,347,112,8,167.69
2025-01-23,IN-SKU-10600,Personal Care,Telangana,Warangal,Hypermarket,winter,86.27,7,307.0,79,106,3,258.04
2025-12-31,IN-SKU-10601,FMCG,Kerala,Kozhikode,Online,winter,303.09,32,305.0,346,85,10,301.23
2023-01-27,IN-SKU-10602,Personal Care,Kerala,Kochi,Hypermarket,winter,674.61,18,47.0,351,113,4,125.54
2025-04-13,IN-SKU-10603,Home Care,Maharashtra,Mumbai,Convenience Store,summer,574.97,5,308.0,128,109,4,196.03
2025-03-17,IN-SKU-10604,FMCG,Karnataka,Mysuru,Convenience Store,summer,345.21,18,72.0,392,174,10,152.15
2023-01-21,IN-SKU-10605,FMCG,Karnataka,Bengaluru,Convenience Store,winter,80.94,7,51.0,315,146,2,151.48
2023-06-07,IN-SKU-10606,Staples,Tamil Nadu,Chennai,Supermarket,summer,427.71,5,38.0,397,126,7,121.83
2023-03-04,IN-SKU-10607,Staples,Maharashtra,Nagpur,Convenience Store,summer,649.31,8,27.0,20,56,8,82.49
2023-02-03,IN-SKU-10608,Electronics,Delhi NCR,Delhi,Supermarket,winter,11921.07,37,243.0,145,112,7,198.91
2025-07-07,IN-SKU-10609,Perishables,Telangana,Hyderabad,Online,monsoon,99.63,35,27.0,121,119,4,145.05
2024-11-01,IN-SKU-10610,Home Care,Maharashtra,Pune,Hypermarket,festival,192.89,25,140.0,334,162,6,203.62
2024-12-30,IN-SKU-10611,Perishables,Karnataka,Bengaluru,Supermarket,winter,275.09,19,72.0,97,110,7,187.96
2024-11-25,IN-SKU-10612,Staples,Kerala,Kochi,Convenience Store,festival,215.43,10,294.0,142,170,9,299.35
2025-08-26,IN-SKU-10613,Home Care,Tamil Nadu,Coimbatore,Hypermarket,monsoon,312.32,14,271.0,320,95,5,238.74
2024-06-09,IN-SKU-10614,Electronics,Kerala,Kozhikode,Hypermarket,summer,17017.13,0,199.0,240,50,5,95.13
2025-02-16,IN-SKU-10615,Staples,Karnataka,Mysuru,Supermarket,winter,83.93,27,125.0,90,128,4,206.01
2025-08-11,IN-SKU-10616,Personal Care,Telangana,Warangal,Supermarket,monsoon,840.73,13,129.0,60,129,4,130.01
2025-04-08,IN-SKU-10617,FMCG,Telangana,Warangal,Supermarket,summer,399.88,27,64.0,27,154,2,159.19
2025-07-19,IN-SKU-10618,Electronics,Telangana,Hyderabad,Convenience Store,monsoon,23916.39,5,245.0,299,108,8,42.82
2025-11-10,IN-SKU-10619,Electronics,Tamil Nadu,Coimbatore,Convenience Store,festival,8707.89,29,166.0,265,172,7,184.4
2023-10-31,IN-SKU-10620,Staples,Karnataka,Mysuru,Convenience Store,festival,598.73,0,144.0,249,69,2,195.01
2024-03-26,IN-SKU-10621,Electronics,Maharashtra,Mumbai,Hypermarket,summer,15871.79,36,37.0,259,109,2,64.37
2024-10-24,IN-SKU-10622,Perishables,Maharashtra,Pune,Convenience Store,festival,183.05,29,88.0,196,65,9,231.65
2025-12-09,IN-SKU-10623,Perishables,Maharashtra,Pune,Convenience Store,winter,179.79,18,23.0,263,163,10,148.78
2023-03-31,IN-SKU-10624,Staples,Maharashtra,Pune,Supermarket,summer,,12,41.0,65,160,3,150.75
2023-04-29,IN-SKU-10625,Staples,Tamil Nadu,Chennai,Hypermarket,,527.17,1,255.0,170,52,7,232.97
2025-04-23,IN-SKU-10626,Staples,Karnataka,Mysuru,Supermarket,summer,579.45,3,153.0,256,144,3,172.01
2025-11-18,IN-SKU-10627,Home Care,Telangana,Warangal,Supermarket,festival,580.31,37,145.0,26,115,8,214.37
2023-02-19,IN-SKU-10628,Perishables,Telangana,Warangal,Online,winter,190.86,28,269.0,266,175,8,283.37
2024-11-21,IN-SKU-10629,Electronics,Karnataka,Bengaluru,Supermarket,festival,16459.96,21,246.0,168,96,4,181.66
2025-08-04,IN-SKU-10630,Staples,Telangana,Warangal,Supermarket,monsoon,87.25,23,78.0,327,175,7,168.84
2023-04-04,IN-SKU-10631,Home Care,Maharashtra,Mumbai,Convenience Store,summer,275.04,21,57.0,380,123,3,121.36
2024-01-15,IN-SKU-10632,FMCG,Tamil Nadu,Chennai,Convenience Store,,257.57,3,144.0,381,154,2,177.11
2024-11-10,IN-SKU-10633,Staples,Karnataka,Mysuru,Online,festival,460.06,31,51.0,99,99,7,224.05
2023-05-22,IN-SKU-10634,Home Care,Maharashtra,Nagpur,Supermarket,summer,125.94,4,286.0,340,179,8,230.53
2025-12-27,IN-SKU-10635,Perishables,Telangana,Hyderabad,Supermarket,,250.46,37,224.0,378,148,3,271.58
2025-09-22,IN-SKU-10636,Electronics,Karnataka,Mysuru,Hypermarket,monsoon,20330.38,27,212.0,335,161,2,106.7
2024-07-09,IN-SKU-10637,Electronics,Maharashtra,Mumbai,Online,monsoon,27108.75,7,31.0,172,147,4,8.0
2023-08-02,IN-SKU-10638,FMCG,Maharashtra,Mumbai,Hypermarket,monsoon,134.47,24,35.0,52,137,2,119.27
2025-01-20,IN-SKU-10639,Personal Care,Kerala,Kozhikode,Hypermarket,winter,686.87,14,260.0,370,66,9,218.96
2023-12-19,IN-SKU-10640,Personal Care,Telangana,Hyderabad,Hypermarket,winter,668.1,1,46.0,418,96,9,80.28
2023-05-23,IN-SKU-10641,Personal Care,Delhi NCR,Gurugram,Online,summer,744.32,9,263.0,205,179,9,198.14
2024-01-07,IN-SKU-10642,Home Care,Maharashtra,Mumbai,Convenience Store,winter,427.98,4,292.0,283,115,7,219.25
2025-05-26,IN-SKU-10643,Staples,Karnataka,Mysuru,Hypermarket,summer,484.77,31,231.0,352,149,9,234.98
2025-06-13,IN-SKU-10644,Personal Care,Karnataka,Mysuru,Convenience Store,summer,499.85,3,258.0,140,78,7,218.68
2023-12-11,IN-SKU-10645,Home Care,Kerala,Thiruvananthapuram,Convenience Store,winter,196.57,28,129.0,83,111,6,197.9
2024-01-13,IN-SKU-10646,Personal Care,Karnataka,Mysuru,Supermarket,winter,339.61,32,216.0,239,128,5,194.2
2025-08-29,IN-SKU-10647,FMCG,Karnataka,Mysuru,Hypermarket,monsoon,173.12,19,101.0,246,131,7,181.11
2025-02-10,IN-SKU-10648,FMCG,Delhi NCR,Noida,Convenience Store,winter,447.87,8,279.0,29,58,9,228.1
2024-11-13,IN-SKU-10649,Staples,Tamil Nadu,Coimbatore,Hypermarket,festival,197.73,23,200.0,32,121,6,271.11
2025-12-22,IN-SKU-10650,Home Care,Tamil Nadu,Coimbatore,Convenience Store,winter,165.96,13,78.0,274,126,3,106.84
2024-06-02,IN-SKU-10651,Staples,Maharashtra,Mumbai,Convenience Store,summer,,6,233.0,132,177,2,225.87
2024-06-26,IN-SKU-10652,Staples,Tamil Nadu,Coimbatore,Supermarket,summer,202.64,39,67.0,357,145,6,181.46
2025-07-18,IN-SKU-10653,Home Care,Karnataka,Bengaluru,Supermarket,monsoon,600.69,21,54.0,356,64,4,109.48
2023-08-14,IN-SKU-10654,FMCG,Tamil Nadu,Coimbatore,Convenience Store,monsoon,227.92,1,284.0,274,120,4,231.43
2025-04-20,IN-SKU-10655,FMCG,Maharashtra,Nagpur,Hypermarket,summer,148.12,39,99.0,257,120,7,209.45
2025-05-22,IN-SKU-10656,Staples,Delhi NCR,Delhi,Supermarket,summer,496.85,12,110.0,244,86,9,171.3
2025-03-10,IN-SKU-10657,FMCG,Tamil Nadu,Coimbatore,Online,summer,137.83,35,112.0,119,125,9,198.76
2023-01-23,IN-SKU-10658,Personal Care,Telangana,Warangal,Online,winter,641.9,16,198.0,79,152,7,188.92
2024-05-31,IN-SKU-10659,Personal Care,Telangana,Hyderabad,Hypermarket,summer,607.72,2,124.0,202,77,10,135.56
2024-08-01,IN-SKU-10660,Staples,Kerala,Kochi,Supermarket,monsoon,449.17,26,112.0,25,161,4,157.11
2023-06-23,IN-SKU-10661,Perishables,Telangana,Warangal,Convenience Store,summer,,28,206.0,339,126,5,219.1
2025-03-19,IN-SKU-10662,Electronics,Karnataka,Bengaluru,Supermarket,summer,,40,123.0,84,157,5,73.52
2023-05-28,IN-SKU-10663,Perishables,Karnataka,Bengaluru,Convenience Store,summer,115.21,33,32.0,171,99,7,180.36
2024-12-09,IN-SKU-10664,Electronics,Maharashtra,Pune,Online,winter,16293.13,28,132.0,252,148,2,107.77
2024-01-27,IN-SKU-10665,FMCG,Tamil Nadu,Coimbatore,Convenience Store,winter,99.92,18,38.0,219,64,6,160.4
2024-02-21,IN-SKU-10666,Home Care,Tamil Nadu,Chennai,Convenience Store,winter,86.79,35,207.0,68,117,3,212.27
2024-05-03,IN-SKU-10667,Electronics,Tamil Nadu,Coimbatore,Online,summer,25081.32,30,59.0,371,131,8,20.93
2025-05-14,IN-SKU-10668,Electronics,Maharashtra,Nagpur,Supermarket,summer,10731.8,4,156.0,69,80,2,116.0
2024-02-07,IN-SKU-10669,Perishables,Delhi NCR,Gurugram,Supermarket,winter,130.73,37,155.0,22,152,5,254.28
2025-06-25,IN-SKU-10670,Perishables,Kerala,Thiruvananthapuram,Hypermarket,summer,132.28,3,183.0,359,52,3,207.08
2024-02-04,IN-SKU-10671,Staples,Maharashtra,Nagpur,Convenience Store,winter,581.52,5,210.0,181,163,8,185.73
2025-06-28,IN-SKU-10672,Staples,Telangana,Warangal,Supermarket,summer,219.72,35,60.0,387,90,7,159.78
2023-01-31,IN-SKU-10673,Staples,Telangana,Hyderabad,Convenience Store,winter,261.43,33,40.0,362,59,9,146.66
2023-05-09,IN-SKU-10674,FMCG,Karnataka,Mysuru,Convenience Store,summer,239.02,3,92.0,159,159,2,132.05
2023-02-25,IN-SKU-10675,Personal Care,Maharashtra,Mumbai,Online,winter,374.62,25,39.0,235,52,5,141.74
2024-08-10,IN-SKU-10676,Home Care,Karnataka,Mysuru,Online,monsoon,367.85,8,310.0,411,76,9,253.84
2025-10-23,IN-SKU-10677,Perishables,Karnataka,Mysuru,Supermarket,festival,267.53,3,143.0,325,54,7,200.89
2024-08-07,IN-SKU-10678,FMCG,Delhi NCR,Gurugram,Hypermarket,monsoon,320.06,0,122.0,46,178,3,180.35
2025-11-05,IN-SKU-10679,Perishables,Karnataka,Bengaluru,Convenience Store,festival,208.53,4,99.0,151,82,4,188.12
2024-12-17,IN-SKU-10680,Staples,Telangana,Warangal,Supermarket,winter,139.81,7,48.0,276,107,9,139.21
2024-03-10,IN-SKU-10681,Electronics,Tamil Nadu,Coimbatore,Convenience Store,summer,22658.78,13,236.0,163,71,4,66.84
2023-08-19,IN-SKU-10682,FMCG,Maharashtra,Pune,Supermarket,monsoon,421.57,18,226.0,244,45,3,233.41
2023-11-02,IN-SKU-10683,Personal Care,Delhi NCR,Noida,Hypermarket,festival,350.39,26,229.0,412,134,2,248.86
2025-05-10,IN-SKU-10684,Electronics,Kerala,Kozhikode,Convenience Store,summer,10473.69,17,131.0,192,179,10,75.91
2024-02-29,IN-SKU-10685,FMCG,Tamil Nadu,Coimbatore,Convenience Store,winter,333.58,27,98.0,269,140,3,182.7
2023-08-25,IN-SKU-10686,Staples,Maharashtra,Nagpur,Supermarket,monsoon,296.43,7,256.0,79,126,6,256.33
2023-02-26,IN-SKU-10687,Staples,Karnataka,Bengaluru,Supermarket,winter,134.03,20,223.0,178,97,9,225.02
2023-06-10,IN-SKU-10688,Home Care,Delhi NCR,Gurugram,Hypermarket,summer,481.12,1,94.0,82,82,10,137.87
2024-02-17,IN-SKU-10689,Staples,Telangana,Warangal,Supermarket,winter,386.85,17,63.0,223,121,2,168.58
2023-06-19,IN-SKU-10690,Staples,Telangana,Hyderabad,Online,summer,341.41,18,265.0,110,155,10,226.78
2024-11-13,IN-SKU-10691,Home Care,Kerala,Kozhikode,Convenience Store,festival,508.85,27,73.0,34,102,2,168.33
2024-07-07,IN-SKU-10692,Electronics,Maharashtra,Mumbai,Convenience Store,monsoon,11005.73,38,269.0,101,69,3,196.81
2023-11-20,IN-SKU-10693,Personal Care,Delhi NCR,Gurugram,Supermarket,festival,465.04,37,93.0,373,57,8,181.41
2024-05-08,IN-SKU-10694,Home Care,Tamil Nadu,Coimbatore,Supermarket,summer,616.72,18,31.0,31,67,6,122.91
2024-11-06,IN-SKU-10695,FMCG,Karnataka,Mysuru,Convenience Store,festival,122.22,1,216.0,319,70,7,247.77
2025-02-02,IN-SKU-10696,FMCG,Telangana,Warangal,Online,winter,267.7,15,171.0,407,73,9,199.78
2024-07-02,IN-SKU-10697,Electronics,Tamil Nadu,Coimbatore,Online,monsoon,4251.36,38,258.0,341,87,3,210.91
2024-04-21,IN-SKU-10698,Staples,Delhi NCR,Noida,Hypermarket,summer,142.91,8,236.0,55,158,5,269.54
2023-03-16,IN-SKU-10699,FMCG,Kerala,Kochi,Online,summer,430.09,29,65.0,296,63,9,150.62
2024-01-19,IN-SKU-10700,Personal Care,Tamil Nadu,Coimbatore,Supermarket,winter,377.95,20,279.0,63,82,8,237.05
2025-07-20,IN-SKU-10701,Perishables,Delhi NCR,Noida,Supermarket,monsoon,133.58,23,307.0,223,81,2,241.4
2025-08-08,IN-SKU-10702,Perishables,Kerala,Kochi,Supermarket,monsoon,205.59,17,281.0,382,179,6,254.19
2024-03-27,IN-SKU-10703,Electronics,Telangana,Warangal,Convenience Store,summer,14184.11,26,226.0,329,168,8,126.1
2024-03-05,IN-SKU-10704,Staples,Kerala,Kozhikode,Supermarket,summer,615.37,11,172.0,208,157,2,174.73
2025-10-05,IN-SKU-10705,Home Care,Karnataka,Bengaluru,Hypermarket,festival,369.83,5,81.0,241,96,4,152.73
2023-11-02,IN-SKU-10706,Personal Care,Maharashtra,Mumbai,Supermarket,festival,231.76,39,108.0,370,135,5,214.15
2024-07-16,IN-SKU-10707,Personal Care,Tamil Nadu,Chennai,Convenience Store,monsoon,205.59,35,283.0,130,115,3,250.6
2024-03-07,IN-SKU-10708,Personal Care,Telangana,Hyderabad,Supermarket,summer,,5,200.0,323,53,5,184.99
2023-01-24,IN-SKU-10709,FMCG,Karnataka,Mysuru,Supermarket,winter,36.0,33,177.0,97,65,2,254.48
2023-05-03,IN-SKU-10710,FMCG,Telangana,Hyderabad,Supermarket,summer,349.8,26,150.0,398,110,6,199.66
2023-04-16,IN-SKU-10711,Home Care,Kerala,Kochi,Convenience Store,summer,308.63,8,178.0,287,138,7,152.58
2025-09-28,IN-SKU-10712,Perishables,Maharashtra,Mumbai,Hypermarket,,55.48,4,143.0,196,124,10,184.4
2024-07-24,IN-SKU-10713,Staples,Karnataka,Mysuru,Supermarket,monsoon,561.87,15,192.0,217,145,4,227.67
2025-05-27,IN-SKU-10714,FMCG,Tamil Nadu,Coimbatore,Convenience Store,summer,229.49,9,225.0,324,94,2,201.34
2025-10-08,IN-SKU-10715,Personal Care,Kerala,Thiruvananthapuram,Convenience Store,festival,456.51,11,237.0,224,154,2,205.03
2023-06-24,IN-SKU-10716,Perishables,Tamil Nadu,Chennai,Hypermarket,summer,242.38,29,94.0,314,161,5,176.34
2025-05-25,IN-SKU-10717,Electronics,Kerala,Kochi,Convenience Store,summer,3796.0,24,33.0,336,167,2,112.78
2024-04-08,IN-SKU-10718,Staples,Kerala,Kozhikode,Online,summer,489.63,31,312.0,375,144,2,256.14
2024-05-18,IN-SKU-10719,Perishables,Maharashtra,Mumbai,Convenience Store,summer,240.78,40,68.0,359,88,7,167.87
2023-10-05,IN-SKU-10720,Staples,Kerala,Kochi,Online,festival,242.83,15,193.0,370,116,4,241.76
2025-09-12,IN-SKU-10721,Staples,Delhi NCR,Delhi,Convenience Store,monsoon,520.77,1,64.0,91,150,2,123.86
2023-01-15,IN-SKU-10722,Personal Care,Kerala,Thiruvananthapuram,Supermarket,winter,315.33,29,310.0,199,77,2,241.93
2023-04-21,IN-SKU-10723,Perishables,Kerala,Kochi,Supermarket,summer,153.36,40,45.0,129,84,4,170.13
2025-04-22,IN-SKU-10724,FMCG,Maharashtra,Pune,Supermarket,summer,278.63,18,171.0,317,170,2,185.18
2023-06-19,IN-SKU-10725,Perishables,Delhi NCR,Noida,Online,summer,29.24,21,187.0,308,50,2,253.75
2024-01-26,IN-SKU-10726,FMCG,Telangana,Hyderabad,Supermarket,winter,193.11,34,276.0,77,139,5,313.79
2023-05-22,IN-SKU-10727,FMCG,Kerala,Thiruvananthapuram,Online,summer,216.84,14,227.0,250,141,10,204.28
2025-04-04,IN-SKU-10728,Staples,Delhi NCR,Delhi,Convenience Store,summer,411.87,28,149.0,269,75,5,186.08
2024-03-30,IN-SKU-10729,Home Care,Delhi NCR,Delhi,Convenience Store,summer,582.05,39,73.0,211,91,4,135.91
2023-02-03,IN-SKU-10730,Staples,Delhi NCR,Noida,Supermarket,winter,464.25,35,150.0,341,86,5,191.63
2025-05-06,IN-SKU-10731,FMCG,Telangana,Warangal,Hypermarket,summer,42.23,10,54.0,128,179,9,171.53
2023-03-28,IN-SKU-10732,FMCG,Maharashtra,Pune,Supermarket,summer,39.19,35,234.0,122,100,6,283.32
2023-07-19,IN-SKU-10733,Staples,Delhi NCR,Noida,Online,monsoon,193.16,5,100.0,343,123,2,150.89
2023-01-16,IN-SKU-10734,Electronics,Kerala,Thiruvananthapuram,Convenience Store,winter,16595.44,0,80.0,299,95,5,23.05
2024-11-17,IN-SKU-10735,Home Care,Delhi NCR,Gurugram,Supermarket,festival,161.77,23,230.0,337,89,10,241.26
2025-02-15,IN-SKU-10736,Perishables,Tamil Nadu,Coimbatore,Convenience Store,winter,45.99,8,41.0,30,85,2,141.91
2025-03-24,IN-SKU-10737,Personal Care,Karnataka,Mysuru,Hypermarket,summer,497.57,40,133.0,259,62,10,216.08
2023-10-02,IN-SKU-10738,Electronics,Kerala,Thiruvananthapuram,Supermarket,festival,23886.16,13,96.0,306,142,10,53.9
2023-03-25,IN-SKU-10739,Perishables,Telangana,Warangal,Supermarket,summer,152.6,34,150.0,293,131,6,203.47
2025-12-27,IN-SKU-10740,Staples,Delhi NCR,Gurugram,Convenience Store,winter,582.07,1,198.0,349,50,6,165.19
2023-01-30,IN-SKU-10741,Staples,Delhi NCR,Noida,Hypermarket,winter,317.9,36,37.0,376,71,8,184.17
2023-01-28,IN-SKU-10742,FMCG,Telangana,Warangal,Convenience Store,winter,,14,90.0,269,85,10,176.19
2024-01-10,IN-SKU-10743,FMCG,Kerala,Kozhikode,Hypermarket,winter,286.48,20,67.0,81,65,5,160.72
2023-03-29,IN-SKU-10744,Home Care,Karnataka,Bengaluru,Convenience Store,summer,643.19,25,207.0,199,93,6,183.24
2024-03-05,IN-SKU-10745,Staples,Kerala,Kochi,Hypermarket,summer,65.92,5,102.0,320,64,4,168.31
2024-08-20,IN-SKU-10746,Home Care,Karnataka,Mysuru,Supermarket,monsoon,734.59,35,24.0,258,168,3,135.23
2023-11-14,IN-SKU-10747,FMCG,Karnataka,Bengaluru,Supermarket,festival,74.37,14,49.0,264,94,5,163.72
2023-05-04,IN-SKU-10748,Perishables,Tamil Nadu,Chennai,Convenience Store,summer,256.59,0,151.0,52,158,6,187.93
2023-11-08,IN-SKU-10749,FMCG,Kerala,Kozhikode,Convenience Store,festival,412.6,9,223.0,146,134,10,232.49
2024-01-30,IN-SKU-10750,Perishables,Kerala,Thiruvananthapuram,Hypermarket,winter,171.58,33,159.0,410,168,10,228.95
2025-06-29,IN-SKU-10751,Perishables,Kerala,Kochi,Convenience Store,summer,118.97,22,135.0,266,123,2,184.37
2023-04-04,IN-SKU-10752,Personal Care,Karnataka,Bengaluru,Convenience Store,summer,770.86,18,132.0,150,151,5,136.43
2023-06-07,IN-SKU-10753,Home Care,Karnataka,Bengaluru,Supermarket,summer,452.33,22,67.0,182,110,10,117.62
2025-07-15,IN-SKU-10754,Home Care,Kerala,Kochi,Hypermarket,monsoon,716.54,36,147.0,335,160,8,160.79
2023-03-28,IN-SKU-10755,Staples,Kerala,Kochi,Supermarket,summer,428.68,4,77.0,69,61,7,123.59
2025-12-12,IN-SKU-10756,FMCG,Delhi NCR,Delhi,Convenience Store,winter,266.71,20,24.0,364,132,8,159.47
2025-04-02,IN-SKU-10757,Perishables,Kerala,Thiruvananthapuram,Online,summer,124.19,25,68.0,42,80,10,166.37
2025-09-04,IN-SKU-10758,Electronics,Delhi NCR,Noida,Convenience Store,monsoon,9928.52,28,200.0,51,151,4,143.16
2024-09-29,IN-SKU-10759,Electronics,Telangana,Hyderabad,Hypermarket,monsoon,20047.41,39,142.0,75,89,6,84.65
2023-07-17,IN-SKU-10760,FMCG,Telangana,Warangal,Supermarket,monsoon,410.89,8,45.0,149,56,5,108.1
2023-11-07,IN-SKU-10761,Personal Care,Karnataka,Mysuru,Convenience Store,festival,632.01,1,190.0,195,88,5,165.09
2024-04-04,IN-SKU-10762,Perishables,Karnataka,Mysuru,Convenience Store,summer,48.27,1,38.0,280,163,10,118.67
2025-03-08,IN-SKU-10763,Staples,Delhi NCR,Noida,Supermarket,summer,413.21,39,208.0,268,82,5,222.03
2025-04-10,IN-SKU-10764,FMCG,Telangana,Hyderabad,Online,summer,40.75,6,200.0,398,115,9,208.45
2025-02-24,IN-SKU-10765,Staples,Tamil Nadu,Coimbatore,Convenience Store,winter,495.94,13,262.0,414,154,9,202.83
2023-09-17,IN-SKU-10766,Personal Care,Karnataka,Mysuru,Convenience Store,monsoon,804.03,27,124.0,281,51,10,150.22
